pricestr,area,subarea,name,condition,cylinders,drive,fuel,odometer,paintcolor,size,transmission,type,dealer,price,lnprice,year,age,lnodometer,LE,XLE,SE,Hybrid
$12488,chicago,,2014 Toyota Camry,,4 cylinders,fwd,gas,6.7393,red,,automatic,sedan,1,12488,9.432523462195268,2014,4,1.9079560619638796,0,0,0,0
$10995,chicago,chicago city,2011 Toyota Camry,,,fwd,gas,6.4655,black,,automatic,,1,10995,9.305195902988862,2011,7,1.8664803487537691,0,0,0,0
$4900,chicago,chicago W,2006 toyota camry solara,good,4 cylinders,fwd,gas,14.1,silver,mid-size,automatic,coupe,0,4900,8.496990484098719,2006,12,2.6461747973841225,0,0,0,0
$1500,chicago,chicago suburbs,2000 toyota camry,fair,4 cylinders,fwd,gas,18.62,silver,,automatic,sedan,0,1500,7.313220387090301,2000,18,2.924236271848921,0,0,0,0
$10000,chicago,chicago W,2011 Toyota Camry,excellent,4 cylinders,fwd,gas,5.3763,black,mid-size,automatic,sedan,1,10000,9.210340371976184,2011,7,1.6820004052353155,0,0,0,0
$2300,los angeles,San Fernando,1998 toyota camry,excellent,4 cylinders,,gas,18.887,,,automatic,sedan,0,2300,7.7406644019172415,1998,20,2.9384738547137093,0,0,0,0
$3799,chicago,chicago suburbs,2000 TOYOTA CAMRY SOLARA,,6 cylinders,,gas,11.03,silver,,automatic,coupe,1,3799,8.242493153187626,2000,18,2.400618833265411,0,0,0,0
$3980,chicago,chicago S,2002 TOYOTA CAMRY LE,good,4 cylinders,fwd,gas,15.5987,silver,full-size,automatic,sedan,0,3980,8.289037098278483,2002,16,2.747187577449743,1,0,0,0
$1540,los angeles,San Fernando,2009 toyota camry,good,,,gas,16.4503625,,,automatic,,0,1540,7.3395376954076745,2009,9,2.8003475134427456,0,0,0,0
$15995,chicago,chicago city,2017 TOYOTA CAMRY,,,fwd,gas,5.4911,silver,,automatic,sedan,1,15995,9.680031452383618,2017,1,1.703128599749919,0,0,0,0
$780,chicago,chicago city,1999 toyota camry,,,,gas,17.01991875,,,automatic,,0,780,6.659293919683638,1999,19,2.8343843493382987,0,0,0,0
$2100,chicago,chicago S,2001 toyota camry solara,,,,gas,20.8,white,mid-size,automatic,coupe,0,2100,7.649692623711514,2001,17,3.0349529867072724,0,0,0,0
$2200,chicago,indiana NW,1995 Toyota Camry LE,fair,4 cylinders,fwd,gas,14.7856,brown,mid-size,automatic,sedan,0,2200,7.696212639346407,1995,23,2.693653734151639,1,0,0,0
$12750,chicago,chicago suburbs,2014 Toyota Camry,excellent,4 cylinders,fwd,gas,3.3551,blue,,automatic,sedan,1,12750,9.453286550586572,2014,4,1.210481576238762,0,0,0,0
$9899,chicago,,2011 Toyota Camry,,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9899,9.200189020919808,2011,7,1.8660626604205384,0,0,0,0
$12333,chicago,,2014 Toyota Camry,,4 cylinders,fwd,gas,6.7393,red,,automatic,sedan,1,12333,9.420033875565988,2014,4,1.9079560619638796,0,0,0,0
$4300,chicago,chicago city,2007 toyota camry,,4 cylinders,,gas,11.626930303030303,,,automatic,,0,4300,8.366370301681654,2007,11,2.4533239852615467,0,0,0,0
$1899,chicago,chicago city,2000 toyota camry,good,6 cylinders,,gas,16.833457142857146,,,automatic,,0,1899,7.549082710812286,2000,18,2.823368402607373,0,0,0,0
$9750,los angeles,San Fernando,2010 toyota camry,like new,4 cylinders,fwd,gas,4.6,white,full-size,automatic,sedan,0,9750,9.185022563991893,2010,8,1.5260563034950492,0,0,0,0
$3299,chicago,chicago S,1998 TOYOTA CAMRY LE,,4 cylinders,,gas,7.2075,grey,,automatic,sedan,1,3299,8.101374671228582,1998,20,1.9751221505304202,1,0,0,0
$3200,chicago,chicago city,2000 toyota camry le 4dr sedan,good,4 cylinders,fwd,gas,15.0,silver,full-size,automatic,sedan,0,3200,8.070906088787819,2000,18,2.70805020110221,1,0,1,0
$3499,chicago,chicago S,2001 TOYOTA CAMRY,,6 cylinders,,gas,8.0629,grey,,automatic,sedan,1,3499,8.160232492367689,2001,17,2.087273293294337,0,0,0,0
$3500,chicago,chicago city,2003 toyota camry solara convertible,excellent,4 cylinders,fwd,gas,14.6,white,,automatic,convertible,0,3500,8.160518247477505,2003,15,2.681021528714291,0,0,0,0
$2000,chicago,chicago suburbs,1999 toyota camry le,good,4 cylinders,fwd,gas,17.01991875,white,,automatic,,0,2000,7.600902459542082,1999,19,2.8343843493382987,1,0,0,0
$2400,chicago,chicago suburbs,2001 TOYOTA CAMRY,excellent,4 cylinders,fwd,gas,18.0,grey,full-size,automatic,sedan,0,2400,7.783224016336037,2001,17,2.8903717578961645,0,0,0,0
$1600,chicago,chicago city,1999 Toyota camry,,,,gas,17.01991875,,,automatic,,0,1600,7.3777589082278725,1999,19,2.8343843493382987,0,0,0,0
$6999,los angeles,LA san gabriel,2009 toyota camry le 4dr sedan,,,,gas,12.76,,,automatic,,0,6999,8.85352256068954,2009,9,2.546315277916644,1,0,1,0
$800,chicago,chicago suburbs,1998 toyota camry,good,4 cylinders,fwd,gas,19.8,red,compact,automatic,,0,800,6.684611727667927,1998,20,2.9856819377004897,0,0,0,0
$13500,chicago,chicago city,2014 toyota camry,like new,,,gas,5.0,,,automatic,,0,13500,9.51044496442652,2014,4,1.6094379124341003,0,0,0,0
$5000,chicago,chicago suburbs,2006 toyota camry solara,good,,fwd,gas,12.8694,black,,automatic,,0,5000,8.517193191416238,2006,12,2.554852400474667,0,0,0,0
$2600,chicago,chicago city,2001 toyota camry solara,,4 cylinders,fwd,gas,16.201468750000004,,,automatic,coupe,0,2600,7.8632667240095735,2001,17,2.7851019017088916,0,0,0,0
$6500,chicago,chicago city,2009 Toyota camry,,,,gas,16.4503625,,,automatic,,0,6500,8.779557455883728,2009,9,2.8003475134427456,0,0,0,0
$11550,chicago,chicago W,2012 toyota camry se,excellent,4 cylinders,fwd,gas,4.233,black,,automatic,,0,11550,9.35444071594994,2012,6,1.4429109615387865,0,0,1,0
$2450,los angeles,LA westside-southbay,2000 toyota camry le 4dr sedan,excellent,4 cylinders,fwd,gas,15.9126,green,mid-size,automatic,sedan,0,2450,7.803843303538772,2000,18,2.767111248231414,1,0,1,0
$450,chicago,chicago N,1999 Toyota Camry,,4 cylinders,fwd,gas,15.3,,,automatic,,0,450,6.1092475827643655,1999,19,2.72785282839839,0,0,0,0
$2700,chicago,chicago S,2003 toyota camry,,,,gas,23.0,,,automatic,,0,2700,7.90100705199242,2003,15,3.1354942159291497,0,0,0,0
$3980,chicago,chicago S,2002 toyota camry le,good,4 cylinders,fwd,gas,15.5987,silver,full-size,automatic,sedan,0,3980,8.289037098278483,2002,16,2.747187577449743,1,0,0,0
$2995,chicago,indiana NW,1999 toyota camry le,good,4 cylinders,fwd,gas,14.415,grey,mid-size,automatic,sedan,1,2995,8.00469951054955,1999,19,2.6682693310903653,1,0,0,0
$3395,chicago,chicago suburbs,2005 toyota camry se sedan 4d,good,4 cylinders,fwd,gas,18.9,silver,full-size,automatic,,0,3395,8.130059039992796,2005,13,2.9391619220655967,0,0,1,0
$4000,chicago,chicago city,2005 toyota camry,good,4 cylinders,fwd,gas,22.0,red,mid-size,automatic,sedan,0,4000,8.294049640102028,2005,13,3.091042453358316,0,0,0,0
$1800,chicago,chicago city,1999 toyota camry,good,6 cylinders,fwd,gas,25.1925,white,mid-size,automatic,sedan,0,1800,7.495541943884256,1999,19,3.2265463311724205,0,0,0,0
$950,chicago,chicago N,1992 toyota camry,fair,4 cylinders,fwd,gas,18.5,silver,compact,automatic,coupe,0,950,6.856461984594587,1992,26,2.917770732084279,0,0,0,0
$1000,los angeles,LA long beach,1999 toyota camry xle,,,,gas,17.01991875,,,automatic,,0,1000,6.907755278982137,1999,19,2.8343843493382987,0,1,0,0
$2300,chicago,chicago city,2003 toyota camry,,,,gas,14.081671428571426,,,automatic,,0,2300,7.7406644019172415,2003,15,2.6448740531000756,0,0,0,0
$2200,chicago,chicago city,1999 1999 Toyota Camry,,,,gas,17.01991875,,,automatic,,0,2200,7.696212639346407,1999,19,2.8343843493382987,0,0,0,0
$2500,chicago,chicago city,2003 toyota camry,,,,gas,14.081671428571426,,,automatic,,0,2500,7.824046010856292,2003,15,2.6448740531000756,0,0,0,0
$8000,los angeles,LA long beach,2012 Toyota Camry,,,,gas,8.304973333333333,,,automatic,,0,8000,8.987196820661973,2012,6,2.116854532142985,0,0,0,0
$6800,chicago,chicago city,2009 Toyota Camry,,,,gas,16.4503625,,,automatic,,0,6800,8.824677891164198,2009,9,2.8003475134427456,0,0,0,0
$1000,chicago,chicago N,1998 toyota camry le,good,4 cylinders,fwd,gas,20.0,custom,full-size,automatic,sedan,0,1000,6.907755278982137,1998,20,2.995732273553991,1,0,0,0
$14994,chicago,chicago city,2015 TOYOTA CAMRY,,,fwd,gas,3.6154,white,,automatic,sedan,1,14994,9.615405400063008,2015,3,1.285202499558617,0,0,0,0
$9785,chicago,chicago W,2006 toyota camry solara convertible,excellent,6 cylinders,fwd,gas,7.5962,black,,automatic,,0,9785,9.188605879830176,2006,12,2.027648122250603,0,0,0,0
$1500,chicago,chicago S,1999 toyota camry le,excellent,4 cylinders,fwd,gas,17.01991875,,full-size,automatic,coupe,0,1500,7.313220387090301,1999,19,2.8343843493382987,1,0,0,0
$9888,chicago,chicago city,2005 Toyota Camry Solara 2dr Cpe SPT V6 Auto (Natl),,6 cylinders,fwd,,5.6172,,,automatic,coupe,1,9888,9.199077179697472,2005,13,1.7258333191118882,0,0,0,0
$17777,chicago,chicago city,2015 toyota camry xle,excellent,4 cylinders,fwd,gas,4.9632130434782615,silver,,automatic,,1,17777,9.785660765922685,2015,3,1.6020533220346413,0,1,0,0
$8500,los angeles,San Fernando,2009 toyota camry,excellent,6 cylinders,fwd,gas,16.4503625,,,automatic,sedan,0,8500,9.047821442478408,2009,9,2.8003475134427456,0,0,0,0
$14593,chicago,chicago W,2016 Toyota Camry,,4 cylinders,fwd,gas,4.5484,black,,automatic,sedan,1,14593,9.588297240667746,2016,2,1.5147755227684307,0,0,0,0
$5499,chicago,chicago S,2003 TOYOTA CAMRY  SOLARA,,6 cylinders,,gas,15.7,black,,automatic,SUV,1,5499,8.612321536507814,2003,15,2.7536607123542622,0,0,0,0
$2800,chicago,chicago S,2000 toyota camry solara,good,6 cylinders,fwd,gas,21.21,silver,mid-size,manual,coupe,0,2800,7.937374696163295,2000,18,3.0544727685765913,0,0,0,0
$10800,chicago,chicago N,2010 Toyota Camry se,,,,gas,14.663999999999998,,,automatic,,0,10800,9.287301413112312,2010,8,2.6853955105374037,0,0,1,0
$9750,los angeles,LA long beach,2010 toyota camry,like new,4 cylinders,fwd,gas,4.6,white,full-size,automatic,sedan,0,9750,9.185022563991893,2010,8,1.5260563034950492,0,0,0,0
$500,chicago,chicago city,2014 TOYOTA CAMRY,like new,4 cylinders,fwd,gas,4.791686363636363,black,full-size,automatic,sedan,1,500,6.214608098422191,2014,4,1.5668824086787922,0,0,0,0
$9499,chicago,chicago suburbs,2007 TOYOTA CAMRY,,4 cylinders,,gas,4.314,red,,automatic,sedan,1,9499,9.158941808890182,2007,11,1.4618655479669647,0,0,0,0
$16450,los angeles,San Fernando,2014 Toyota Camry XLE,,,fwd,gas,2.23,black,,automatic,sedan,1,16450,9.708080756193517,2014,4,0.8020015854720274,0,1,0,0
$2500,los angeles,LA san gabriel,1999 toyota camry,,,,gas,17.01991875,,,automatic,,0,2500,7.824046010856292,1999,19,2.8343843493382987,0,0,0,0
$3000,los angeles,San Fernando,2001 toyota camry solara,,,,gas,12.0,,,automatic,,0,3000,8.006367567650246,2001,17,2.4849066497880004,0,0,0,0
$5800,los angeles,central LA,2005 Toyota Camry LE,excellent,4 cylinders,,gas,14.384252000000002,,,automatic,sedan,0,5800,8.66561319653451,2005,13,2.666133997041874,1,0,0,0
$13000,los angeles,LA long beach,2014 toyota camry se,good,4 cylinders,fwd,gas,6.6,silver,compact,automatic,sedan,0,13000,9.472704636443673,2014,4,1.8870696490323797,0,0,1,0
$5000,los angeles,LA san gabriel,2005 toyota camry,good,,,gas,10.0,black,,automatic,,0,5000,8.517193191416238,2005,13,2.302585092994046,0,0,0,0
$6995,los angeles,central LA,2006 Toyota Camry Solara SE,,,fwd,gas,11.2426,blue,,automatic,coupe,1,6995,8.852950887099581,2006,12,2.4197101344419347,0,0,1,0
$11995,los angeles,San Fernando,2012 toyota Camry LE,like new,4 cylinders,fwd,gas,4.8894,grey,mid-size,automatic,sedan,0,11995,9.392245175273795,2012,6,1.587069596572092,1,0,0,0
$1299,los angeles,LA san gabriel,2000 Toyota Camry,,,,gas,16.833457142857146,,,automatic,,0,1299,7.1693500166706,2000,18,2.823368402607373,0,0,0,0
$2500,los angeles,LA westside-southbay,2001 toyota camry ce,excellent,,,gas,16.201468750000004,,,automatic,,0,2500,7.824046010856292,2001,17,2.7851019017088916,0,0,0,0
$2500,los angeles,North LA county,2003 toyota camry,,4 cylinders,,gas,17.5,,,automatic,,0,2500,7.824046010856292,2003,15,2.8622008809294686,0,0,0,0
$7600,los angeles,central LA,2009 toyota camry,excellent,4 cylinders,,gas,8.1,,,automatic,,0,7600,8.935903526274423,2009,9,2.0918640616783932,0,0,0,0
$2500,los angeles,LA westside-southbay,2001 toyota camry ce,excellent,,,gas,16.201468750000004,,,automatic,sedan,0,2500,7.824046010856292,2001,17,2.7851019017088916,0,0,0,0
$6000,los angeles,central LA,2007 toyota camry,like new,6 cylinders,,gas,11.1465,,,automatic,,0,6000,8.699514748210191,2007,11,2.4111255472834965,0,0,0,0
$7595,los angeles,central LA,2009 toyota camry,like new,,,gas,8.1,,,automatic,,0,7595,8.935245415029874,2009,9,2.0918640616783932,0,0,0,0
$400,los angeles,North LA county,1999 toyota camry,good,4 cylinders,rwd,gas,20.0,brown,,automatic,sedan,0,400,5.991464547107982,1999,19,2.995732273553991,0,0,0,0
$7995,los angeles,San Fernando,2011 TOYOTA CAMRY,,,fwd,other,13.1611,red,,automatic,sedan,1,7995,8.986571625268054,2011,7,2.5772655090301435,0,0,0,0
$1055,los angeles,LA westside-southbay,2005 Toyota Camry,excellent,6 cylinders,fwd,gas,14.384252000000002,white,full-size,automatic,sedan,0,1055,6.961296045910167,2005,13,2.666133997041874,0,0,0,0
$4500,los angeles,LA long beach,2010 toyota camry se 4dr sedan,,,,gas,14.663999999999998,,,automatic,,0,4500,8.411832675758411,2010,8,2.6853955105374037,0,0,1,0
$3400,los angeles,LA san gabriel,2005 toyota camry,,,,gas,14.384252000000002,,,automatic,,0,3400,8.131530710604252,2005,13,2.666133997041874,0,0,0,0
$6999,los angeles,San Fernando,2008 Toyota Camry,excellent,4 cylinders,,gas,12.548111764705883,,,automatic,,0,6999,8.85352256068954,2008,10,2.5295701972624567,0,0,0,0
$3800,los angeles,LA long beach,2005 Toyota Camry Le,good,4 cylinders,fwd,gas,15.1352,silver,mid-size,automatic,sedan,0,3800,8.242756345714477,2005,13,2.7170231567900727,1,0,0,0
$2700,los angeles,San Fernando,2000 toyota camry,excellent,4 cylinders,,gas,16.833457142857146,brown,full-size,automatic,sedan,0,2700,7.90100705199242,2000,18,2.823368402607373,0,0,0,0
$1000,los angeles,LA westside-southbay,2003 toyota camry xle,like new,4 cylinders,fwd,gas,14.081671428571426,white,full-size,automatic,sedan,0,1000,6.907755278982137,2003,15,2.6448740531000756,0,1,0,0
$1060,los angeles,LA westside-southbay,2004 Toyota Camry Le,excellent,6 cylinders,fwd,gas,15.408045833333334,white,full-size,automatic,,0,1060,6.966024187106113,2004,14,2.7348898296965514,1,0,0,0
$10995,los angeles,San Fernando,2013 Toyota Camry SE,excellent,4 cylinders,,gas,7.531633333333335,,,automatic,,0,10995,9.305195902988862,2013,5,2.019111928427429,0,0,1,0
$7899,los angeles,central LA,2009 toyota camry,,,,gas,16.4503625,,,automatic,,0,7899,8.97449144816442,2009,9,2.8003475134427456,0,0,0,0
$6000,los angeles,San Fernando,2007 toyota camry,like new,6 cylinders,,gas,11.626930303030303,,,automatic,,0,6000,8.699514748210191,2007,11,2.4533239852615467,0,0,0,0
$2500,los angeles,central LA,2004 toyota camry,good,,,gas,15.408045833333334,,,automatic,,0,2500,7.824046010856292,2004,14,2.7348898296965514,0,0,0,0
$8000,los angeles,San Fernando,2011 Toyota Camry,excellent,4 cylinders,fwd,gas,11.1,,,automatic,,0,8000,8.987196820661973,2011,7,2.4069451083182885,0,0,0,0
$3000,los angeles,LA westside-southbay,2002 toyota camry,excellent,,,gas,14.326720833333335,,,automatic,,0,3000,8.006367567650246,2002,16,2.6621263833674,0,0,0,0
$2500,los angeles,San Fernando,2003 Toyota camry,,4 cylinders,,gas,14.081671428571426,,,automatic,,0,2500,7.824046010856292,2003,15,2.6448740531000756,0,0,0,0
$3800,los angeles,LA long beach,2005 Toyota Camry,good,4 cylinders,fwd,gas,15.1352,silver,mid-size,automatic,sedan,0,3800,8.242756345714477,2005,13,2.7170231567900727,0,0,0,0
$4900,los angeles,central LA,2007 TOYOTA CAMRY LE,excellent,4 cylinders,fwd,gas,18.3138,blue,mid-size,automatic,sedan,0,4900,8.496990484098719,2007,11,2.9076548740187245,1,0,0,0
$2500,los angeles,LA westside-southbay,2002 Toyota Camry LE,good,,,gas,14.326720833333335,,,automatic,,0,2500,7.824046010856292,2002,16,2.6621263833674,1,0,0,0
$6500,los angeles,San Fernando,2007 Toyota Camry LE,excellent,4 cylinders,fwd,gas,10.169,silver,mid-size,automatic,sedan,0,6500,8.779557455883728,2007,11,2.3193438768090004,1,0,0,0
$12700,los angeles,LA long beach,2016 toyota camry,,,,gas,4.249044444444444,,,automatic,,0,12700,9.449357272446683,2016,2,1.4466941210554805,0,0,0,0
$2500,los angeles,central LA,2001 Toyota camry le,,,,gas,16.201468750000004,,,automatic,,0,2500,7.824046010856292,2001,17,2.7851019017088916,1,0,0,0
$2400,los angeles,central LA,2003 toyota camry,,,,gas,14.081671428571426,,,automatic,,0,2400,7.783224016336037,2003,15,2.6448740531000756,0,0,0,0
$9500,los angeles,LA long beach,2014 toyota camry se 4dr sedan,,,,gas,4.791686363636363,,,automatic,,0,9500,9.159047077588632,2014,4,1.5668824086787922,0,0,1,0
$3300,los angeles,San Fernando,2001 toyota camry le,excellent,4 cylinders,,gas,13.3,grey,,automatic,,0,3300,8.101677747454572,2001,17,2.5877640352277083,1,0,0,0
$10300,los angeles,central LA,2014 Toyota Camry Se,,,,gas,2.6942,,,automatic,,0,10300,9.239899174217728,2014,4,0.9911013142823305,0,0,1,0
$600,los angeles,central LA,1994 toyota camry le,good,,,gas,20.4159,red,mid-size,automatic,,0,600,6.396929655216146,1994,24,3.0163140090312615,1,0,0,0
$4800,los angeles,San Fernando,2006 Toyota camry,,,,gas,10.5,,,automatic,,0,4800,8.476371196895983,2006,12,2.3513752571634776,0,0,0,0
$4900,los angeles,central LA,2007 toyota camry le 4dr sedan,excellent,4 cylinders,fwd,gas,13.8183,blue,mid-size,automatic,sedan,0,4900,8.496990484098719,2007,11,2.6259938006429113,1,0,1,0
$2300,los angeles,San Fernando,2006 Toyota Camry,like new,4 cylinders,,gas,12.667181249999999,grey,full-size,automatic,sedan,0,2300,7.7406644019172415,2006,12,2.539014495233103,0,0,0,0
$4999,los angeles,central LA,2008 Toyota camry,good,4 cylinders,,gas,15.0,black,full-size,automatic,sedan,0,4999,8.51699317141357,2008,10,2.70805020110221,0,0,0,0
$6000,los angeles,LA long beach,2007 toyota camry,like new,6 cylinders,,gas,11.626930303030303,,,automatic,,0,6000,8.699514748210191,2007,11,2.4533239852615467,0,0,0,0
$9000,los angeles,San Fernando,2005 Toyota Camry or Prius,,,,gas,14.384252000000002,,,automatic,,0,9000,9.104979856318357,2005,13,2.666133997041874,0,0,0,0
$11900,los angeles,central LA,2015 Toyota Camry Se,,,,gas,3.5007,,,automatic,,0,11900,9.38429367909962,2015,3,1.2529629484980342,0,0,1,0
$3900,los angeles,central LA,2000 Toyota Camry,good,4 cylinders,fwd,gas,12.0,white,compact,automatic,sedan,0,3900,8.268731832117737,2000,18,2.4849066497880004,0,0,0,0
$2500,los angeles,central LA,1998 toyota camry,good,,,gas,16.824258333333333,,,automatic,,0,2500,7.824046010856292,1998,20,2.8228217933308546,0,0,0,0
$7500,los angeles,central LA,2009 toyota camry,excellent,4 cylinders,,gas,8.1,,,automatic,,0,7500,8.922658299524402,2009,9,2.0918640616783932,0,0,0,0
$1000,los angeles,central LA,2012 toyota camry,,,,gas,8.304973333333333,,,automatic,,0,1000,6.907755278982137,2012,6,2.116854532142985,0,0,0,0
$550,los angeles,LA san gabriel,1993 toyota camry,,,,gas,31.95,,,automatic,,0,550,6.309918278226516,1993,25,3.4641721808235437,0,0,0,0
$1000,los angeles,North LA county,1994 toyota camry,good,4 cylinders,fwd,gas,17.548975,black,compact,automatic,sedan,0,1000,6.907755278982137,1994,24,2.8649955436478574,0,0,0,0
$11400,los angeles,LA long beach,2015 Toyota Camry SE,like new,4 cylinders,fwd,gas,11.5629,,compact,automatic,sedan,0,11400,9.341368634382587,2015,3,2.447801696834759,0,0,1,0
$8300,los angeles,San Fernando,2007 toyota camry,excellent,4 cylinders,fwd,gas,8.48,green,full-size,automatic,,0,8300,9.02401079378469,2007,11,2.1377104498038118,0,0,0,0
$7600,los angeles,central LA,2009 toyota camry le,excellent,,,gas,16.4503625,,,automatic,,0,7600,8.935903526274423,2009,9,2.8003475134427456,1,0,0,0
$1500,los angeles,LA westside-southbay,2007 Toyota Camry XLE,like new,,fwd,gas,11.626930303030303,,full-size,automatic,sedan,0,1500,7.313220387090301,2007,11,2.4533239852615467,0,1,0,0
$3950,los angeles,LA westside-southbay,2006 toyota camry solara,good,6 cylinders,fwd,gas,16.4213,blue,mid-size,automatic,coupe,0,3950,8.281470857895167,2006,12,2.7985792726321437,0,0,0,0
$12100,los angeles,central LA,2015 Toyota Camry,,,,gas,3.4306,,,automatic,,0,12100,9.400960731584833,2015,3,1.2327351729935876,0,0,0,0
$1200,los angeles,San Fernando,1996 Toyota Camry,good,4 cylinders,fwd,gas,21.9,,,automatic,,0,1200,7.090076835776092,1996,22,3.086486636822455,0,0,0,0
$13600,los angeles,San Fernando,2014 Toyota Camry SE,,,,gas,5.25,,,automatic,,0,13600,9.517825071724143,2014,4,1.6582280766035324,0,0,1,0
$1500,los angeles,San Fernando,1995 toyota camry,,,,gas,20.042533333333335,,,automatic,,0,1500,7.313220387090301,1995,23,2.997856682066097,0,0,0,0
$2500,los angeles,central LA,2003 toyota camry,good,,,gas,17.5,,,automatic,,0,2500,7.824046010856292,2003,15,2.8622008809294686,0,0,0,0
$2500,los angeles,LA westside-southbay,2001 Toyota Camry ce,excellent,,,gas,16.201468750000004,,,automatic,,0,2500,7.824046010856292,2001,17,2.7851019017088916,0,0,0,0
$2700,los angeles,central LA,2000 toyota camry,excellent,4 cylinders,,gas,16.833457142857146,brown,full-size,automatic,sedan,0,2700,7.90100705199242,2000,18,2.823368402607373,0,0,0,0
$2500,los angeles,San Fernando,2003 toyota camry,,,,gas,14.081671428571426,,,automatic,,0,2500,7.824046010856292,2003,15,2.6448740531000756,0,0,0,0
$1068,los angeles,LA westside-southbay,2005 toyota camry xle,excellent,6 cylinders,fwd,gas,14.384252000000002,white,full-size,automatic,sedan,0,1068,6.97354301952014,2005,13,2.666133997041874,0,1,0,0
$6995,los angeles,San Fernando,2007 toyota camry ce,,4 cylinders,,gas,11.626930303030303,black,,automatic,sedan,1,6995,8.852950887099581,2007,11,2.4533239852615467,0,0,0,0
$1000,los angeles,San Fernando,2005 toyota camry,,,,gas,14.384252000000002,,,automatic,,0,1000,6.907755278982137,2005,13,2.666133997041874,0,0,0,0
$5500,los angeles,LA san gabriel,2010 TOYOTA CAMRY,good,4 cylinders,,gas,16.0,,,automatic,,0,5500,8.612503371220562,2010,8,2.772588722239781,0,0,0,0
$7500,los angeles,San Fernando,2012 toyota camry le,excellent,4 cylinders,fwd,diesel,8.304973333333333,,,automatic,sedan,0,7500,8.922658299524402,2012,6,2.116854532142985,1,0,0,0
$1650,los angeles,San Fernando,1995 toyota Camry Le,fair,4 cylinders,fwd,gas,27.1,blue,compact,automatic,sedan,0,1650,7.408530566894626,1995,23,3.299533727885655,1,0,0,0
